DW_LOCALIDADE;region_code;region_name;division;tp_cliente;address_number;city;country;customer_address_1;customer_address_2;state;zip_code
b85e61a25afcc0129372d9227cf7468c4e4e66682a62a6cfefc4bcb0a4160b8e;5;International;1;International;10020868;Não informado;"";Não informado;Não informado;Não informado;Não informado
b75b4f3fdf4a0906569d35c39c2124fd680ec20c33c74d5afab95e8265e158f6;5;International;1;International;10020332;Não informado;"";Não informado;Não informado;Não informado;Não informado
2be1c16ca7bb32d92cfa3816ec98031cc1fd5452f252794fbbc9ca87d682c383;5;International;1;International;10002128;Não informado;"";Não informado;Não informado;Não informado;Não informado
c7f7fc394b8c03947d7dd0fe9bdb62de21e1b4e35b749bef7244dc862ba5a648;5;International;1;International;10026023;Não informado;"";Não informado;Não informado;Não informado;Não informado
c8e5c1278670508a4d665093a3920f30cc2d543a8de66382f0dc3633a101c152;5;International;1;International;10018603;Dubai;UK;PO Box 12932;Não informado;Não informado;Não informado
dec5867a2b18526a606ac050991a8254c629892bbab37d833bd87411b807ad04;5;International;1;International;10025024;Não informado;"";Não informado;Não informado;Não informado;Não informado
caca3944e517fd4a161583572937e2286f07561216126a2f32ef8eaf1322b4d2;5;International;1;International;10021750;Não informado;"";Não informado;Não informado;Não informado;Não informado
d200930740b11711ef5a3b68341fb2d27c3b091e75164f5760e175f53c267d0a;5;International;1;International;10012328;Não informado;"";Não informado;Não informado;Não informado;Não informado
cde5b7c1c5e147719468f5d0ed761b9288bd37091976e0a472887da00c53b9f1;5;International;1;International;10011546;Não informado;"";Não informado;Não informado;Não informado;Não informado
92bd1b5798327e74f1099361698da1b45a7e0ab957e18f3655a8ebb50429a14a;5;International;1;International;10025418;Não informado;"";Não informado;Não informado;Não informado;Não informado
2c92dcb8661f09f8ded5950c06e0906467b4154f76d9b6683c5df09d6d49edac;5;International;1;International;10015253;Não informado;"";Não informado;Não informado;Não informado;Não informado
0b9c44b631abe0cd8d59b6960d581281aa75dc7bf7839e59fd18cfa8f4b557ff;5;International;1;International;10022755;Johannesburg;AU;PO Box 86222;City Deep 2049;Não informado;Não informado
2d375b9279212a96f4f4c859d67bc062060f5600c42bf15940b89794c0d5de54;5;International;1;International;10023780;Asuncion;UK;Av Eusebio Ayala 3321;Não informado;Não informado;33126-1214
d1c313a7ae61fe29d2279af5dc2e0dd17680b72fc30c42a4ddf2dd246de2bb3a;5;International;1;International;10025267;Não informado;"";Não informado;Não informado;Não informado;Não informado
a6f430679ff6b3f751423cd92b5e899bda60fdd8f9cc6550e5f5185c5c240a53;5;International;1;International;10021006;Não informado;"";Não informado;Não informado;Não informado;Não informado
fe67b53ea22e6c0d8bccf881d055292b400283383d2011c886a2d19034b976c6;5;International;1;International;10002142;Não informado;"";Não informado;Não informado;Não informado;Não informado
765747a3a06eab56e6b14f3c947194aa34c1207d0973e0837828146be7e1da20;5;International;1;International;10011870;Não informado;"";Não informado;Não informado;Não informado;Não informado
5cdb509e2b2345ae8b7baba64ed144604ac8affc04829d2f97b82df593130570;5;International;1;International;10024942;Não informado;"";Não informado;Não informado;Não informado;Não informado
d15b49957eeb63894316d2c72caaa63bdccb2ecb42eca08c1ed16fe221b39675;5;International;1;International;10021305;Não informado;"";Não informado;Não informado;Não informado;Não informado
bef48ea4f0ed64cf837a536f95e19c79a8b71dbe00bd2e30bd7b21d07c95312f;5;International;1;International;10024016;Kanagawa;AU;1-16-33 Kotsubo Zushi;Não informado;Não informado;249-0008
aaefb2ccc54219b8e39b51788b0545d29443aea624835d6f8aaed770869c26aa;5;International;1;International;10020256;Não informado;"";Não informado;Não informado;Não informado;Não informado
572509c43b50176a4f842af009018f7b144d65e8661c1cbcb0692eec23ba695f;5;International;1;International;10022962;Não informado;"";Não informado;Não informado;Não informado;Não informado
64db8c30f651b51ec64e585eba7ad9a31a52d91600d6b6acf708484a490bc964;5;International;1;International;10002136;Não informado;"";Não informado;Não informado;Não informado;Não informado
479dfb4aa4163e60bb3ed56e05c2c4774c88a0d74728f68e16b3f38efdf457ed;5;International;1;International;10002153;Não informado;"";Não informado;Não informado;Não informado;Não informado
19d260ed5bd3cb2e0c16f44a8bd23771b0ef6fca326b9034db4abe36905d7629;5;International;1;International;10018518;Não informado;"";Não informado;Não informado;Não informado;Não informado
901ff0e4525fd7d1b68d738b7f6261c3e4772684979ffb5dc118a9cb570c3ab9;5;International;1;International;10025052;Songtan SI;AU;150-3 Chilkei-Dong;Não informado;Não informado;459-050
7968dc63cac13db8e8be28b0985307b8771a0c90227c322bbdd594eaf320e909;5;International;1;International;10026438;Não informado;"";Não informado;Não informado;Não informado;Não informado
345698c1886367def73e784806be24a6a15709311def372c9ad94ac53b381fbb;5;International;1;International;10000496;Não informado;"";Não informado;Não informado;Não informado;Não informado
53600c3df785acb7a87e9a810dfae71e23122ca1fa3e6896b1a74173e0bd54fe;5;International;1;International;10021300;Não informado;"";Não informado;Não informado;Não informado;Não informado
200c7e9380306920100f43632b32ef966ca0837f35da190759c5b6d2e145478c;5;International;1;International;10002114;Não informado;"";Não informado;Não informado;Não informado;Não informado
47ff11c368ce5b3dcd9021719275dba1e539e966798af28346175a22212f950c;5;International;1;International;10026294;Não informado;"";Não informado;Não informado;Não informado;Não informado
36ccbadcfeece37e1658b31bf87ed6106a3957afd62f27abb0c1a00094af9ca4;5;International;1;International;10015789;Jeddah;AU;PO Box 14311;Não informado;Não informado;21424
2771320278c96f2f387de1d67154eb5144f133db472a9a32b0357330cfcf8c7e;5;International;1;International;10015886;Não informado;"";Não informado;Não informado;Não informado;Não informado
292015a8c197bd9190cf6cd9093b55e29eeaf4f8413fa72da949f6e861df2f82;5;International;1;International;10002139;Não informado;"";Não informado;Não informado;Não informado;Não informado
3133d202d0af134bc109b15d7962e6382ad48d081c62e2608b1716c507a8190a;5;International;1;International;10012761;Cali;UK;Av 6A Norte 25 N 43;Não informado;Não informado;Não informado
8b2883e82ce4c83202513f107c47c328fd4819223b3c4dc22366eaf0746edb90;5;International;1;International;10015956;Não informado;"";Não informado;Não informado;Não informado;Não informado
3a0df83979bb08320c637fe3d0784ed5ec10bd92d69a8b2c24bdf87fd1d201f2;5;International;1;International;10019512;Não informado;"";Não informado;Não informado;Não informado;Não informado
e5a8b69a6fc71da21abae79d3048e4ebe3af6cce7ea44ba863f2b8b764bbe0ed;5;International;1;International;10012600;Não informado;"";Não informado;Não informado;Não informado;Não informado
dc18c351a88cf01de2e31d657b7c3cb8c05d6df1537e87ebb932df8fc742f187;5;International;1;International;10020364;Não informado;"";Não informado;Não informado;Não informado;Não informado
efdb9824a554c135ce3ea26aedde7c59991817f96547429d0df52e517729bfc7;5;International;1;International;10012885;Não informado;"";Não informado;Não informado;Não informado;Não informado
0c2802434b18406d1471d51fed148a968cd8a253d782fad246858c1a1afbf0a3;5;International;1;International;10013011;112 Reyjavik;AU;Vagnhofda 23;Não informado;Não informado;Não informado
a40cfcb9f5b1b8e100e38759f45626aa5ca0625bb277d52b7147bff967a5c57b;5;International;1;International;10000486;Não informado;"";Não informado;Não informado;Não informado;Não informado
c4d8120c63419657f48eadfb850d073a5bedfecbecf2fa71f638288c13747271;5;International;1;International;10021283;Não informado;"";Não informado;Não informado;Não informado;Não informado
940bf7666e18793278738d67f7b4259cbc4f8fd9dfe16d3eea59aedf341a8f46;5;International;1;International;10010855;Não informado;"";Não informado;Não informado;Não informado;Não informado
8cca75e9d2791680167f77d2bbd8844565aff470204278bbd2774b5ec36738eb;5;International;1;International;10011623;Não informado;"";Não informado;Não informado;Não informado;Não informado
cff2e976a4ee43a969eec9e58ad566c3407dfab107fd63569eeb08975f5c278d;5;International;1;International;10027119;Não informado;UK;Não informado;Não informado;Não informado;Não informado
343f45c2c481dc88a818404e4ceb52f3abd74981beea58c6208fe6b2df4609c3;5;International;1;International;10011499;Não informado;"";Não informado;Não informado;Não informado;Não informado
9aed3fe36e237178e89ca6d589b2f9e225129c22ab3917d9bb4d7a04e099920a;5;International;1;International;10017290;Bogota;UK;Transversal 49 No. 102-00;Não informado;Não informado;Não informado
f84cd9cf7204da81845ebcc978e2f6769d0ae1061abec5b563c1fa3593616143;5;International;1;International;10025022;West Midlands;UK;Bromley St Lye Stourbridge;Não informado;Não informado;DY9 8HS
f6f29372c90cb7acd4e16b9fc08bdf94f46413ac38e70c60ca86a1aa58688f6f;5;International;1;International;10001818;Não informado;"";Não informado;Não informado;Não informado;Não informado
0d17c745f97abb350420d00b166f1933a396adbf12a77870345b7ca72b6df16e;5;International;1;International;10005861;Não informado;"";Não informado;Não informado;Não informado;Não informado
9d0023eff2aa3aacf79d1cce3eea1e4eae207d6f5ecc88e82b8009279d3e7d28;5;International;1;International;10011093;Não informado;"";Não informado;Não informado;Não informado;Não informado
f83b664042439efb3c0ce1f107733765ecaf1535c6fd0a2a259b6c1a57bc97f0;5;International;1;International;10012157;Não informado;"";Não informado;Não informado;Não informado;Não informado
f50cc867732c20994c4839b1ece6190bacdab1be1a8da0350aabb7d3c736a953;5;International;1;International;10014043;Guadalajara Jal Mexico;IR;Rinconada De La Floresta 1137;Rinconada Del Bosque CP;Não informado;44530
136953c460a57112d8da637bc55bab0ad64e72d7a2add68d60442bb427a56717;5;International;1;International;10009633;Não informado;UK;Não informado;Não informado;Não informado;Não informado
673df87e1b61f80e05b47b341182dc10b76aef4b2fd079ab44bccc817e493a30;5;International;1;International;10018363;Panama Rep De Panama;IR;EDIF N 4141;Apdo Postal 642 Zona 9-A;Não informado;Não informado
43a0b217c3d858a56b88f9f86782cceb5d58b19ddac151a08f3d89bcccd2d511;5;International;1;International;10006983;Não informado;"";Não informado;Não informado;Não informado;Não informado
16a11927a85cda2ebc5f73b6b3b16bc6de55f60005e517f9c9f616270890c893;5;International;1;International;10021111;Não informado;"";Não informado;Não informado;Não informado;Não informado
f72e9a2d290422aace2895fa92ec43d4756ee056c13781c38ddbc7773a37afc0;5;International;1;International;10006977;Não informado;"";Não informado;Não informado;Não informado;Não informado
3894d15434b1fc1c7906041117d25bb8449267b45ad1391caa840834c2e85759;5;International;1;International;10021804;Não informado;"";Não informado;Não informado;Não informado;Não informado
ee1786eaabd6e93e216a446fab6c27a8f60e0096656ab1b8bfb953d47a84fb2c;5;International;1;International;10000501;Não informado;"";Não informado;Não informado;Não informado;Não informado
bc256a05598c427b45185a831443fcb44e9049b99d0c34852c95fe3ef76b336e;5;International;1;International;10016780;Não informado;"";Não informado;Não informado;Não informado;Não informado
58470c50173acb33919ee754351095d1d085378a65e04bc1de8e93bc9a503615;5;International;1;International;10007253;Não informado;"";Não informado;Não informado;Não informado;Não informado
1e8ca2acf598737f0e5bf4fee94d078f43319c9c2a2e3a8dbf61ce1bc443e6fe;5;International;1;International;10009650;La Paz;UK;Plaza Venezuela 1413-1425;Não informado;Não informado;Não informado
fec2803991d30183fa3592a2432d4fb4be34c7eb038269c8e82a8c7504c3b7c9;5;International;1;International;10003857;Não informado;"";Não informado;Não informado;Não informado;Não informado
00d3179c12882e64493cf6c164faeafffd3b5eb78fcbe605dd1a4d9e8b066a76;5;International;1;International;10010923;Seocho-GU;AU;231 Yangjae Dong;Não informado;Não informado;137-938
63cc7cf2bd06a716e15db32e0837ade92a2f9697132f7f7776630695c261cbd9;5;International;1;International;10020491;Não informado;"";Não informado;Não informado;Não informado;Não informado
c72aef3c6092493eed270aa5085748a9b5c721b8db7db33ec74183fbc13434f2;5;International;1;International;10023757;Não informado;"";Não informado;Não informado;Não informado;Não informado
eecae2fc33b454389fa4e5414a7b519452aee7627c14bb74cb82d9829f72758b;5;International;1;International;10002149;Não informado;"";Não informado;Não informado;Não informado;Não informado
d57929d2471174be1465812ef67835df5c08692f4b61ba627e13000b10c968de;5;International;1;International;10015325;Não informado;"";Não informado;Não informado;Não informado;Não informado
e47cf78127f62d00c5cfd1dd7aa6cd316b9800231183063066e81c6fca467a94;5;International;1;International;10020281;Não informado;"";Não informado;Não informado;Não informado;Não informado
f0b43360cc3c7211f7025f6e4d3ad514215175fc97933a7bfae2e8aefa700f57;5;International;1;International;10021411;Não informado;"";Não informado;Não informado;Não informado;Não informado
2d99061f9a74e57004e3e24ae07dc0343c09dec2294c612b6cda154810cc5123;5;International;1;International;10004602;Não informado;"";Não informado;Não informado;Não informado;Não informado
14c9701e03f8a191d3db4c6b68238f26da316307d70f01b818d48891087475ee;5;International;1;International;10020662;Jakarta Utara;AU;Kelapa Gading Kirana;Blok H13 Number 30-31;Não informado;Não informado
b0cab5ccebf5766cb5179066c55a08ffbb3535ef924efb3a075ae6a58df5ecad;5;International;1;International;10000497;Não informado;"";Não informado;Não informado;Não informado;Não informado
f460687f35ae581de4857afb177e5a8b1f2c7aac2a95e80744f7d4b3b3a80abb;5;International;1;International;10011018;Não informado;"";Não informado;Não informado;Não informado;Não informado
98981fdce0fedbea537e05daff5f95cd6a85ac7e1f82db90c3c207fb67f35cc8;5;International;1;International;10000488;Não informado;"";Não informado;Não informado;Não informado;Não informado
6a429e20dc00f514a6537a168d4c8393c3019415588f76fa528cb538341d9506;5;International;1;International;10003749;Não informado;"";Não informado;Não informado;Não informado;Não informado
0da5cdf57faf50b9c07729d5970362d2e7d7a1868fde45575527645fd2374a4f;5;International;1;International;10021380;Não informado;"";Não informado;Não informado;Não informado;Não informado
